"We appreciate our merchants' feedback. Please <a href=""#"" data-mage-init=%1>take our survey</a> and tell us about features you'd like to see in Magento.","Agradecemos o feedback dos nossos comerciantes. Por favor <a href=""#"" data-mage-init=%1> leve nossa pesquisa</a> e conte-nos sobre as características que você gostaria de ver no Magento.",module,Magento_AdminNotification
"Close popup","Fechar pop-up",module,Magento_AdminNotification
Close,Fechar,module,Magento_AdminNotification
"Critical System Messages","Mensagens do sistema crítica",module,Magento_AdminNotification
"Major System Messages","Principais mensagens do sistema",module,Magento_AdminNotification
"System messages","Mensagem do sistema",module,Magento_AdminNotification
Notification,Notificação,module,Magento_AdminNotification
Cancel,Cancelar,module,Magento_AdminNotification
Acknowledge,Reconhecer,module,Magento_AdminNotification
"See All (%1 unread)","Veja todos (%1 não lidas)",module,Magento_AdminNotification
Actions,Ações,module,Magento_AdminNotification
Message,Mensagem,module,Magento_AdminNotification
"Use HTTPS to Get Feed","Use HTTPS para Obter o Feed",module,Magento_AdminNotification
"Update Frequency","Frequência de atualização",module,Magento_AdminNotification
"Last Update","Última atualização",module,Magento_AdminNotification
Severity,Gravidade,module,Magento_AdminNotification
"Date Added","Data de inclusão",module,Magento_AdminNotification
Remove,Remover,module,Magento_AdvancedCheckout
Cancel,Cancelar,module,Magento_AdvancedCheckout
"Manage Shopping Cart","Gerenciar Carrinho de Compras",module,Magento_AdvancedCheckout
"Create Order","Criar Pedido",module,Magento_AdvancedCheckout
Back,Voltar,module,Magento_AdvancedCheckout
"Add Products","Adicionar Produtos",module,Magento_AdvancedCheckout
"Update Items and Qty's","Itens de atualização e do Qty",module,Magento_AdvancedCheckout
"Are you sure you want to clear your shopping cart?","Tem certeza de que deseja limpar seu carrinho de compras?",module,Magento_AdvancedCheckout
"Clear the shopping cart.","Limpe o carrinho de compras.",module,Magento_AdvancedCheckout
"Add Selected Product(s) to Shopping Cart","Adicionar produtos selecionados ao carrinho de compras",module,Magento_AdvancedCheckout
"Shopping Cart for %1 in %2","Carrinho de compras para %1 em %2",module,Magento_AdvancedCheckout
"Choose  products to add to shopping cart.","Escolha os produtos para adicionar ao carrinho de compras.",module,Magento_AdvancedCheckout
Product,Produto,module,Magento_AdvancedCheckout
Price,Preço,module,Magento_AdvancedCheckout
Quantity,Quantidade,module,Magento_AdvancedCheckout
"Products in the Comparison List (%1)","Produtos na Lista de Comparação (%1)",module,Magento_AdvancedCheckout
"Last ordered items (%1)","Últimos itens adquiridos (%1)",module,Magento_AdvancedCheckout
Products,Produtos,module,Magento_AdvancedCheckout
ID,ID,module,Magento_AdvancedCheckout
SKU,SKU,module,Magento_AdvancedCheckout
"Recently Compared Products (%1)","Produtos Comparados Recentemente (%1)",module,Magento_AdvancedCheckout
"Recently Viewed Products (%1)","Produtos Visualizados Recentemente (%1)",module,Magento_AdvancedCheckout
"Add to Shopping Cart by SKU","Adicionar no Carrinho de Compras por SKU",module,Magento_AdvancedCheckout
"Add to Shopping Cart","Adicionar ao Carrinho de Compras",module,Magento_AdvancedCheckout
"Wish List (%1)","Lista de Desejos (%1)",module,Magento_AdvancedCheckout
Apply,Aplicar,module,Magento_AdvancedCheckout
Configure,Configurar,module,Magento_AdvancedCheckout
"Add to Order by SKU","Adicionar no Pedido por SKU",module,Magento_AdvancedCheckout
"Add to Order","Adicionar no Pedido",module,Magento_AdvancedCheckout
"Add Products to Order","Adicionar Produtos no Pedido",module,Magento_AdvancedCheckout
"<span id=""sku-attention-num"">%1</span> product(s) require attention.","<span id=""sku-attention-num"">%1</span> produto (s) requerem atenção.",module,Magento_AdvancedCheckout
"Remove All","Remover Todos",module,Magento_AdvancedCheckout
"Only %1%2%3 left in stock","Somente %1%2%3 restam no estoque",module,Magento_AdvancedCheckout
"The maximum quantity allowed for purchase is %1.","A quantidade máxima permitida para compra é %1.",module,Magento_AdvancedCheckout
"The minimum quantity allowed for purchase is %1.","A quantidade máxima permitida para compra é %1.",module,Magento_AdvancedCheckout
"Specify the product's options","Especifique as opções do produto",module,Magento_AdvancedCheckout
"Receive notice when item is restocked.","Receba notificação quando o item é reabastecido.",module,Magento_AdvancedCheckout
"Customer not found","Cliente não encontrado",module,Magento_AdvancedCheckout
"Shopping cart management disabled for this customer.","Gestão de carrinho de compras está desabilitado para este cliente.",module,Magento_AdvancedCheckout
"Shopping cart management is disabled for this customer.","Gestão de carrinho de compras está desabilitado para este cliente.",module,Magento_AdvancedCheckout
"We could not find this store.","Nós não conseguimos encontrar nesta loja.",module,Magento_AdvancedCheckout
Customers,Clientes,module,Magento_AdvancedCheckout
"Shopping Cart","Carrinho de Compras",module,Magento_AdvancedCheckout
"An error has occurred. See error log for details.","Ocorreu um erro. Consulte o log de erros para obter detalhes.",module,Magento_AdvancedCheckout
"You do not have access to this.","Você não tem acesso.",module,Magento_AdvancedCheckout
"The wish list item id is not received.","Id do item da lista de desejos não foi recebido.",module,Magento_AdvancedCheckout
"The wish list item is not loaded.","O item da lista de desejos não está carregado.",module,Magento_AdvancedCheckout
"Ordered item id is not received.","Id do item solicitado não foi recebido.",module,Magento_AdvancedCheckout
"Ordered item is not loaded.","Item solicitado não está carregado.",module,Magento_AdvancedCheckout
"Quote item id is not received.","Id do item cotado não foi recebido.",module,Magento_AdvancedCheckout
"Quote item is not loaded.","Item cotado não está carregado.",module,Magento_AdvancedCheckout
"You removed the item.","Você removeu o item.",module,Magento_AdvancedCheckout
"You removed the items.","Você removeu os itens.",module,Magento_AdvancedCheckout
"You cannot configure a product.","Você não pode configurar um produto.",module,Magento_AdvancedCheckout
"You added %1 to your shopping cart.","Você adicionou %1 ao carrinho de compras.",module,Magento_AdvancedCheckout
"You cannot add a product.","Você não pode adicionar um produto.",module,Magento_AdvancedCheckout
"Order by SKU","Ordenar por SKU",module,Magento_AdvancedCheckout
"SKU not found in catalog.","SKU não foi encontrado no catálogo.",module,Magento_AdvancedCheckout
"Availability: Out of stock.","Disponibilidade: Sem estoque.",module,Magento_AdvancedCheckout
"The requested quantity is not available.","A quantidade solicitada não está disponível.",module,Magento_AdvancedCheckout
"The product cannot be added to cart in requested quantity.","O produto não pode ser adicionado ao carrinho na quantidade pedida.",module,Magento_AdvancedCheckout
"Please specify the product's options.","Por favor, especifique as opções do produto.",module,Magento_AdvancedCheckout
"The product cannot be added to cart.","O produto não pode ser adicionado ao carrinho.",module,Magento_AdvancedCheckout
"Please enter a valid number in the ""Qty"" field.","Por favor, insira um número válido no campo ""Qtde"".",module,Magento_AdvancedCheckout
"The product is assigned to another website.","Este produto está atribuído a outro site.",module,Magento_AdvancedCheckout
"You can add only enabled products.","Você pode adicionar somente produtos habilitados.",module,Magento_AdvancedCheckout
"You cannot upload this file.","Você não pode enviar este arquivo.",module,Magento_AdvancedCheckout
"The file is empty.","O arquivo está vazio.",module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","Você não inseriu um SKU de produto. Por favor, <a href=""%1"">clique aqui</a> para adicionar produto(s) pelo SKU.",module,Magento_AdvancedCheckout
"You have not entered a product SKU.","Você não inseriu um SKU de produto.",module,Magento_AdvancedCheckout
"Failed to add a product to cart by id ""%1"".","Falha ao adicionar um produto ao carrinho por id ""%1"".",module,Magento_AdvancedCheckout
"Something went wrong reordering this product.","Algo deu errado reordenação este produto.",module,Magento_AdvancedCheckout
"We couldn't find this wish list.","Não encontramos esta lista de desejos.",module,Magento_AdvancedCheckout
"You added %1 product to your shopping cart.","Você adicionou %1 produto ao carrinho de compras.",module,Magento_AdvancedCheckout
"You added %1 products to your shopping cart.","Você adicionou %1 produtos ao carrinho de compras.",module,Magento_AdvancedCheckout
"%1 product requires your attention.","%1 produto requer sua atenção.",module,Magento_AdvancedCheckout
"%1 products require your attention.","%1 produtos requerem sua atenção.",module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups","Sim, para o Grupo de Clientes Especificado",module,Magento_AdvancedCheckout
"Yes, for Everyone","Sim, para Todos",module,Magento_AdvancedCheckout
No,Não,module,Magento_AdvancedCheckout
"The file is corrupt.","O arquivo está corrompido.",module,Magento_AdvancedCheckout
"This file needs to be in .csv format.","O arquivo precisa estar no formato .csv.",module,Magento_AdvancedCheckout
"%1 item(s) need your attention.","%1 item(ns) precisa(m) de sua atenção.",module,Magento_AdvancedCheckout
"Apply Coupon Code","Aplicar Cupom de Desconto",module,Magento_AdvancedCheckout
"Remove Coupon Code","Remover Cupom de Desconto",module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","O cupom de desconto ""%1"" é inválido.",module,Magento_AdvancedCheckout
"Shopping Cart Items","Itens do Carrinho de Compras",module,Magento_AdvancedCheckout
Qty,Qtd,module,Magento_AdvancedCheckout
Subtotal,Subtotal,module,Magento_AdvancedCheckout
Discount,Desconto,module,Magento_AdvancedCheckout
"Row Subtotal","Linha de Subtotal",module,Magento_AdvancedCheckout
Action,Ação,module,Magento_AdvancedCheckout
"No ordered items","Não há itens solicitados",module,Magento_AdvancedCheckout
"Total %1 product(s)","%1 produto(s) no total",module,Magento_AdvancedCheckout
Subtotal:,Subtotal:,module,Magento_AdvancedCheckout
"Excl. Tax","Excl. Impostos",module,Magento_AdvancedCheckout
Total,Total,module,Magento_AdvancedCheckout
"Incl. Tax","Imposto Incl.",module,Magento_AdvancedCheckout
"Total incl. tax","Imposto total incl",module,Magento_AdvancedCheckout
"Move to Wishlist","Mover para Lista de Desejos",module,Magento_AdvancedCheckout
"No item specified.","Nenhum item especificado.",module,Magento_AdvancedCheckout
"Are you sure that you want to remove this item?","Tem certeza que deseja remover este item?",module,Magento_AdvancedCheckout
SKU's,"Do SKU",module,Magento_AdvancedCheckout
File,Arquivo,module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","Seu arquivo csv deve incluir as colunas ""sku"" e ""qty"".",module,Magento_AdvancedCheckout
Reset,Reiniciar,module,Magento_AdvancedCheckout
SKU:,SKU:,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","Só <span id=""%1_max_allowed"">%2</span> em estoque",module,Magento_AdvancedCheckout
"Edit item parameters","Editar parâmetros do item",module,Magento_AdvancedCheckout
Edit,Editar,module,Magento_AdvancedCheckout
"Remove item","Remover item",module,Magento_AdvancedCheckout
"Products Requiring Attention","Produtos que Requerem Atenção",module,Magento_AdvancedCheckout
Item,Item,module,Magento_AdvancedCheckout
"Unit Price","Preço unitário",module,Magento_AdvancedCheckout
"Add to Cart","Adicionar ao Carrinho",module,Magento_AdvancedCheckout
Sku,Sku,module,Magento_AdvancedCheckout
"File extensions allowed: .csv","Extensões de arquivos permitidas: .csv",module,Magento_AdvancedCheckout
"File must contain two columns, with ""sku"" and ""qty"" in the header row.","Arquivo deve conter duas colunas, com ""sku"" e ""Qtd"" na linha de cabeçalho.",module,Magento_AdvancedCheckout
"Add Row","Adicionar linha",module,Magento_AdvancedCheckout
"Remove Row","Remover linha",module,Magento_AdvancedCheckout
"Customer Groups","Grupos de Cliente",module,Magento_AdvancedCheckout
"Apply Coupon","Aplicar cupom",module,Magento_AdvancedCheckout
"Add Products By SKU",按SKU添加产品,module,Magento_AdvancedCheckout
"Order by SKU Settings","Definições de Encomendar por SKU",module,Magento_AdvancedCheckout
"Enable Order by SKU on My Account in Frontend","Habilitar a ordem por SKU na minha conta no Frontend",module,Magento_AdvancedCheckout
"Shopping Cart Management","Gerenciamento do Carrinho de Compras",module,Magento_AdvancedCheckout
"Order by SKU Description","Descrição de Encomendar por SKU",module,Magento_AdvancedCheckout
"Display a Link to Loading a Spreadsheet","Exibir um Link para carregar uma planilha",module,Magento_AdvancedCheckout
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","Define se um link para a página Minha Conta &gt; Encomendar por SKU será exibido no widget",module,Magento_AdvancedCheckout
"Link Text","Texto do link",module,Magento_AdvancedCheckout
"The text of the link to the My Account &gt; Order by SKU page","O texto do link para a página Minha Conta &gt; Encomendar por SKU",module,Magento_AdvancedCheckout
"Load a list of SKUs","Carregar uma lista de SKUs",module,Magento_AdvancedCheckout
"Order by SKU Template","Modelo do Encomendar por SKU",module,Magento_AdvancedCheckout
Cancel,Cancelar,module,Magento_Authorizenet
"You don't have enough on your credit card to pay for this purchase. To complete your purchase, click ""OK"" and add a credit card to use for the balance. Otherwise, you can cancel the purchase and release the partial payment we are holding.","Você não tem suficiente no seu cartão de crédito para pagar esta compra. Para concluir a compra, clique em ""Ok"" e adicionar um cartão de crédito para usar o saldo. Caso contrário, você pode cancelar a compra e liberar o pagamento parcial, que estamos a realizar.",module,Magento_Authorizenet
"Your credit card has been declined. You can click OK to add another credit card to complete your purchase. Or you can cancel this credit transaction and pay a different way.","Seu cartão de crédito foi recusado. Você pode clicar ""OK"" para adicionar um outro cartão de crédito para completar sua completa. Ou você pode cancelar essa transação de crédito e pagar de uma forma diferente.",module,Magento_Authorizenet
"We canceled your payment and released any money we were holding.","Cancelamos seu pagamento e será liberado qualquer dinheiro que tenhamos recebido.",module,Magento_Authorizenet
"You can't use any more credit cards for this payment, and you don't have enough to pay for this purchase. Sorry, but we'll have to cancel your transaction.","Você não pode usar nenhum outro cartão de crédito para esse pagamento, e não tem o suficiente para pagar esta compra. Desculpe, mas nós vamos ter que cancelar sua transação.",module,Magento_Authorizenet
"Your order has not been placed, because the contents of the shopping cart and/or your address has been changed. Authorized amounts from your previous payment that were left pending are now released. Please go through the checkout process to purchase your cart contents.","Seu pedido não foi feito, porque o conteúdo do carrinho de compras e/ou seu endereço foi alterado. Serão liberados os montantes autorizados do seu pagamento anterior que ficaram pendentes. Por favor, faça check-out para comprar o conteúdo do seu carrinho.",module,Magento_Authorizenet
"Are you sure you want to cancel your payment? Click OK to cancel your payment and release the amount on hold. Click Cancel to enter another credit card and continue with your payment.","Tem certeza que deseja cancelar o seu pagamento? Clique OK para cancelar seu pagamento e liberar o montante em espera. Clique em Cancelar para inserir outro cartão de crédito e continuar com seu pagamento.",module,Magento_Authorizenet
"Processed Amount","Montante processado",module,Magento_Authorizenet
"Remaining Balance","Saldo Restante",module,Magento_Authorizenet
"Order saving error: %1","Erro na gravação do pedido: %1",module,Magento_Authorizenet
"Please choose a payment method.","Por favor, escolha um método de pagamento.",module,Magento_Authorizenet
"You created the order.","Você criou o pedido.",module,Magento_Authorizenet
"Something went wrong canceling the transactions.","Houve um problema ao cancelar as transações.",module,Magento_Authorizenet
"There was an error canceling transactions. Please contact us or try again later.","Houve um erro de cancelamento de transações. Por favor, entre em contato conosco, ou tente novamente mais tarde.",module,Magento_Authorizenet
"We couldn't process your order right now. Please try again later.","Não foi possível processar seu pedido agora. Por favor, tente novamente mais tarde.",module,Magento_Authorizenet
"amount %1","montante %1",module,Magento_Authorizenet
failed,falhou,module,Magento_Authorizenet
successful,"bem sucedido",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Cartão de crédito: xxxx-%1",module,Magento_Authorizenet
"Authorize.Net Transaction ID %1","Authorize.Net ID da Transação %1",module,Magento_Authorizenet
authorize,autorizar,module,Magento_Authorizenet
"authorize and capture","autorizar e capturar",module,Magento_Authorizenet
capture,capturar,module,Magento_Authorizenet
refund,reembolsar,module,Magento_Authorizenet
void,anular,module,Magento_Authorizenet
"This is an invalid amount for authorization.","Este é um valor inválido para autorização.",module,Magento_Authorizenet
"This is an invalid amount for capture.","Este é um valor inválido para captura.",module,Magento_Authorizenet
"This is an invalid amount for refund.","Este é um valor inválido para reembolso.",module,Magento_Authorizenet
"This is an invalid split tenderId ID.","Este é um ID de divisor inválido tenderId.",module,Magento_Authorizenet
"Something went wrong while canceling the payment.","Houve um problema ao cancelar o pagamento.",module,Magento_Authorizenet
"Something went wrong while authorizing the payment.","Houve um problema ao autorizar o pagamento.",module,Magento_Authorizenet
"Something went wrong while capturing the payment.","Houve um problema ao capturar o pagamento.",module,Magento_Authorizenet
"The shopping cart contents and/or address has been changed.","O conteúdo de carrinho compras e/ou endereço foi alterado.",module,Magento_Authorizenet
"This is an invalid amount for partial authorization.","Este é um valor inválido para autorização parcial.",module,Magento_Authorizenet
"Parent Authorize.Net transaction (ID %1) expired","Transação Authorize.Net (ID %1) expirada",module,Magento_Authorizenet
"Something went wrong while voiding the payment.","Houve um problema ao anular o pagamento.",module,Magento_Authorizenet
"Something went wrong while refunding the payment.","Houve um problema durante a devolução do pagamento.",module,Magento_Authorizenet
"You have reached the maximum number of credit cards ' 'allowed to be used for the payment.","Você atingiu o número máximo de cartões de crédito ' ' que podem ser usados para o pagamento.",module,Magento_Authorizenet
"Something went wrong while authorizing the partial payment.","Houve um problema durante a autorização do pagamento parcial.",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Algo deu errado no gateway de pagamento.",module,Magento_Authorizenet
"Gateway error: %1","Erro no gateway: %1",module,Magento_Authorizenet
"Gateway actions are locked because the gateway cannot complete ' 'one or more of the transactions. ' 'Please log in to your Authorize.Net account to manually resolve the issue(s).","As ações do gateway estão bloqueadas porque o gateway não consegue concluir uma ou mais das operações. Por favor, entre sua conta Authorize.Net para resolver manualmente o(s) problema(s).",module,Magento_Authorizenet
"Payment updating error.","Erro ao atualizar o pagamento.",module,Magento_Authorizenet
"Authorize Only","Apenas Autorizar",module,Magento_Authorizenet
"Authorize and Capture","Autorizar e Capturar",module,Magento_Authorizenet
"Invalid amount for capture.","Valor inválido para captura.",module,Magento_Authorizenet
"Payment capturing error.","Erro na captura do pagamento.",module,Magento_Authorizenet
"Invalid transaction ID.","ID da transação inválido.",module,Magento_Authorizenet
"Payment voiding error.","Erro no cancelamento do pagamento.",module,Magento_Authorizenet
"Invalid amount for refund.","Valor inválido para reembolso.",module,Magento_Authorizenet
"Payment refunding error.","Erro no estorno do pagamento.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","A transação foi recusada porque a validação do hash da resposta falhou.",module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.","Este pagamento não processou porque o pedido não foi encontrado.",module,Magento_Authorizenet
"There was a payment authorization error.","Houve um erro na autorização do pagamento.",module,Magento_Authorizenet
"This payment was not authorized because the transaction ID field is empty.","Este pagamento não foi autorizado porque o campo de ID de transação está vazio.",module,Magento_Authorizenet
"Amount of %1 approved by payment gateway. Transaction ID: ""%2"".","Total de %1 aprovado pelo gateway de pagamento. ID da transação: ""%2"".",module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","Algo deu errado: a quantia paga não corresponde ao valor do pedido. Por favor verifique e tente novamente.",module,Magento_Authorizenet
"Credit Card Type","Tipo do Cartão de Crédito",module,Magento_Authorizenet
"Credit Card Number","Número do Cartão de Crédito",module,Magento_Authorizenet
"Expiration Date","Data de Validade",module,Magento_Authorizenet
"Card Verification Number","Código de Verificação do Cartão",module,Magento_Authorizenet
"Click ""Cancel"" to remove any pending status and release money already processed during this payment.","Clique em 'Cancelar' para remover qualquer status pendente e liberar o dinheiro já processado durante este pagamento.",module,Magento_Authorizenet
"Please enter a different credit card number to complete your purchase.","Por favor insira um número de cartão de crédito diferente para concluir a compra.",module,Magento_Authorizenet
"Credit Card %1","Cartão de crédito %1",module,Magento_Authorizenet
"Credit Card Information","Informações do cartão de crédito",module,Magento_Authorizenet
"--Please Select--","--Por Favor Selecione--",module,Magento_Authorizenet
"Card Verification Number Visual Reference","Referência Visual do Número de Verificação do Cartão",module,Magento_Authorizenet
"What is this?","O que é isto?",module,Magento_Authorizenet
"You'll be asked for your payment details before placing an order.","Serão solicitados seus dados de pagamento antes de finalizar pedido.",module,Magento_Authorizenet
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.","Para cancelar autorizações pendentes e liberar valores que já tiverem sido processados durante este pagamento, clique em ""Cancelar"".",module,Magento_Authorizenet
Processing...,Processando...,module,Magento_Authorizenet
Enabled,Habilitado,module,Magento_Authorizenet
"Sort Order",Ordernação,module,Magento_Authorizenet
Title,Título,module,Magento_Authorizenet
"3D Secure Card Validation","Validação de cartão seguro 3D",module,Magento_Authorizenet
"New Order Status","Novo Status de Pedido",module,Magento_Authorizenet
"No confirmation","Não há confirmação",module,Magento_Authorizenet
Authorize.net,Authorize.net,module,Magento_Authorizenet
"Credit Card Types","Tipo do Cartão de Crédito",module,Magento_Authorizenet
"Credit Card Verification","Verificação do cartão de crédito",module,Magento_Authorizenet
"Email Customer","Enviar Email ao Cliente",module,Magento_Authorizenet
"API Login ID","ID de Login da API",module,Magento_Authorizenet
"Merchant's Email","E-mail do Comerciante",module,Magento_Authorizenet
"Test Mode","Modo de Teste",module,Magento_Authorizenet
Debug,Depurar/Debug,module,Magento_Authorizenet
"Transaction Key","Chave de Transação",module,Magento_Authorizenet
"Payment Action","Ação de Pagamento",module,Magento_Authorizenet
"Accepted Currency","Moedas Aceitas",module,Magento_Authorizenet
"Payment from Applicable Countries","Pagamento de Países Aplicáveis",module,Magento_Authorizenet
"Payment from Specific Countries","Pagamento a partir de Países Específicos",module,Magento_Authorizenet
"Minimum Order Total","Valor Mínimo do Pedido",module,Magento_Authorizenet
"Maximum Order Total","Valor Total do Pedido",module,Magento_Authorizenet
"Allow Partial Authorization","Permitir a autorização parcial",module,Magento_Authorizenet
"3D Secure","Segurança 3D",module,Magento_Authorizenet
"Severe 3D Secure Card Validation","Validação de cartão com segurança 3D severa",module,Magento_Authorizenet
"Severe Validation Removes Chargeback Liability on Merchant","Validação Severa Anula a Responsabilidade do Comerciante Sobre Devoluções",module,Magento_Authorizenet
"If you leave this empty, we'll use a default value. The custom URL may be provided by CardinalCommerce agreement.","Se você deixar este vazio, usaremos um valor padrão. O URL personalizado pode ser fornecido pelo acordo CardinalCommerce.",module,Magento_Authorizenet
"Authorize.net Direct Post","Authorize.net Direct Post",module,Magento_Authorizenet
"Merchant MD5","MD5 do Comerciante",module,Magento_Authorizenet
"Gateway URL","URL do Gateway",module,Magento_Authorizenet
Custom,Personalizar,module,Magento_Backend
"Are you sure?","Você tem certeza?",module,Magento_Backend
Close,Fechar,module,Magento_Backend
Cancel,Cancelar,module,Magento_Backend
Back,Voltar,module,Magento_Backend
Product,Produto,module,Magento_Backend
Price,Preço,module,Magento_Backend
Quantity,Quantidade,module,Magento_Backend
ID,ID,module,Magento_Backend
SKU,SKU,module,Magento_Backend
Customers,Clientes,module,Magento_Backend
No,Não,module,Magento_Backend
Subtotal,Subtotal,module,Magento_Backend
Discount,Desconto,module,Magento_Backend
Action,Ação,module,Magento_Backend
"Excl. Tax","Excl. Imposto",module,Magento_Backend
Total,Total,module,Magento_Backend
"Incl. Tax","Incl. Imposto",module,Magento_Backend
"Total incl. tax","Incl. Imposto Total",module,Magento_Backend
Reset,Reiniciar,module,Magento_Backend
Edit,Editar,module,Magento_Backend
"What is this?","O que é isto?",module,Magento_Backend
"Invalid Form Key. Please refresh the page.","Chave de forma inválida. Por favor, atualize a página.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Você inseriu uma Chave Secreta inválida. Por favor, atualize a página.",module,Magento_Backend
"Cache Storage Management","Gerenciamento de Cache",module,Magento_Backend
